"NZPOCS STATUS (LOINC 2.73)",NZ_SHORT_NAME,Consumer_Name,LOINC_LONG_NAME,CODE,SOURCE_TYPE,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,REMARKS,KEYWORDS,LOINC_STATUS,EFFECTIVE_DATE,END_DATE,MERGE_TO_CODE,MERGE_TO_SOURCE_TYPE,NZ_ ORDERS,"NZ_OBSERVATION",Haematology,"MicrobiologyABX",Microbiology Gyn/Cyto,Biochemistry,Immunology,Serology / Virology,Toxicology,"Histology(Bowel Screening)",EXTERNAL_COPYRIGHT_NOTICE,LOINC_SHORTNAME,HPAC_CODE,HPAC_NAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Mexiletine,"Mexiletine, Blood",Mexiletine [Moles/​volume] in Serum or Plasma,32098-6,LN,Mexiletine,SCnc,Pt,Ser/Plas,Qn,,,mexiletine,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Mexiletine SerPl-sCnc,,Mexiletine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Mezlocillin suscep (MIC),Susceptibility to Mezlocillin,Mezlocillin [Susceptibility] by Minimum inhibitory concentration (MIC),331-9,LN,Mezlocillin,Susc,Pt,Isolate,OrdQn,MIC,,Mezlocillin,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Mezlocillin Islt MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Mezlocillin suscep (qual),Susceptibility to Mezlocillin,Mezlocillin [Susceptibility],18947-2,LN,Mezlocillin,Susc,Pt,Isolate,OrdQn,,,Mezlocillin,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Mezlocillin Susc Islt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Mianserin,"Mianserin, Blood",Mianserin [Moles/​volume] in Serum or Plasma,25721-2,LN,Mianserin,SCnc,Pt,Ser/Plas,Qn,,,mianserin,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Mianserin SerPl-sCnc,,Mianserin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Micafungin (MIC),Susceptibility to Micafungin,Micafungin [Susceptibility] by Minimum inhibitory concentration (MIC),53812-4,LN,Micafungin,Susc,Pt,Isolate,OrdQn,MIC,,micafungin,ACTIVE,1-Apr-15,,,,,Yes,,Yes,,,,,,,,Micafungin Islt MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Micafungin (qual),Susceptibility to Micafungin,Micafungin [Susceptibility],65340-2,LN,Micafungin,Susc,Pt,Isolate,OrdQn,,,micafungin,ACTIVE,1-Apr-15,,,,,Yes,,Yes,,,,,,,,Micafungin Susc Islt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Miconazole suscep (MIC),Susceptibility to Miconazole,Miconazole [Susceptibility] by Minimum inhibitory concentration (MIC),25722-0,LN,Miconazole,Susc,Pt,Isolate,OrdQn,MIC,,Miconazole,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Miconazole Islt MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Miconazole suscep (qual),Susceptibility to Miconazole,Miconazole [Susceptibility],25607-3,LN,Miconazole,Susc,Pt,Isolate,OrdQn,,,Miconazole,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Miconazole Susc Islt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Microalblumin:Creatinine Ratio,"Albumin/Creatinine, Urine",Microalbumin/​Creatinine [Ratio] in Urine,30000-4,LN,Albumin/Creatinine,Ratio,Pt,Urine,Qn,Detection limit <= 20 mg/L,,microalbumin creatinine ratio urine,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Microalbumin/Creat Ur-Rto,,Microalbumin:Creatinine ratio ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Microalbumin urine,"Albumin, Urine",Microalbumin [Mass/volume] in Urine,14957-5,LN,Albumin,MCnc,Pt,Urine,Qn,Detection limit <= 20 mg/L,,microalbumin urine albumin,ACTIVE,,,,,Yes,Yes,,,,Yes,,,,,,Microalbumin Ur-mCnc,BP8,"Proteins, 24 hr urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Microalbumin urine 24h,"Albumin, Urine",Microalbumin [Mass/time] in 24 hour Urine,14956-7,LN,Albumin,MRat,24H,Urine,Qn,Detection limit <= 20 mg/L,,microalbumin urine 24h albumin,ACTIVE,,,,,Yes,Yes,,,,Yes,,,,,,Microalbumin 24h Ur-mRate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Microalbumin/creat urine,"Albumin/Creatinine, Urine",Microalbumin/Creatinine [Mass Ratio] in Urine,14959-1,LN,Albumin/Creatinine,MRto,Pt,Urine,Qn,Detection limit <= 20 mg/L,,microalbumin creatinine ratio urine albumin,ACTIVE,,,,,,Yes,,,,Yes,,,,,,Microalbumin/Creat Ur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Micro-organism (ident MS.MALDI-TOF),Microorganism test,Microorganism identified in Isolate by MS.MALDI-TOF,76346-6,LN,Microorganism identified,Prid,Pt,Isolate,Nom,MS.MALDI-TOF,"Microorganism identification by MALDI-TOF (matrix-assisted laser desorption ionization time of flight) is a diagnostic test for identifying the specific microorganism(s), i.e., bacteria and/or fungi, responsible for an infection",micro-organism identification MS.MALDI-TOF,ACTIVE,1-Apr-17,,,,,Yes,,,Yes,,,,,,,Microorganism Islt MS.MALDI-TOF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Micro-organism (ident),Culture,Bacteria Identification [Presence] in Isolate by Culture,45335-7,LN,Bacteria identification test,PrThr,Pt,Isolate,Ord,Culture,,micro-organism identification,ACTIVE,1-Apr-15,,,,,Yes,,,Yes,,,,,,,Bacteria ID test Islt Ql Cult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Micro-organism (phage typing),Micro-organism (phage typing),,XNZ5160,NZ,XXX microorganism phagetype ,Prid,Pt,Isolate,Nom,,,micro-organism phage typing ,PROPOSED,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Micro-organism (serotyping),Unsp Microorganism serotype,XXX microorganism serotype [Identifier] in Isolate by Agglutination,40440-0,LN,XXX microorganism serotype,Prid,Pt,Isolate,Nom,Aggl,,micro-organism serotyping ,ACTIVE,,,,,Yes,Yes,,,Yes,,,,,,,Other microorg Sertyp Islt Aggl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Microscopy (acid fast stain),"Microscopic Observation, Specimen",Microscopic observation [Identifier] in Unspecified specimen by Acid fast stain,11545-1,LN,Microscopic observation,Prid,Pt,XXX,Nom,Acid fast stain,,microscopy acid fast stain AFB ZN,ACTIVE,,,,,Yes,Yes,,,Yes,,,,,,,Acid fast Stn XXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Microscopy (dark field exam),"Microscopic Observation, Specimen",Microscopic observation [Identifier] in Unspecified specimen by Dark field examination,660-1,LN,Microscopic observation,Prid,Pt,XXX,Nom,Dark field examination,,microscopy dark field examination,ACTIVE,,,,,Yes,Yes,,,Yes,,,,,,,Dark Field XXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Microscopy (Gram stain),"Microscopic Observation, Specimen",Microscopic observation [Identifier] in Unspecified specimen by Gram stain,664-3,LN,Microscopic observation,Prid,Pt,XXX,Nom,Gram stain,,microscopy Gram stain,ACTIVE,,,,,Yes,Yes,,,Yes,,,,,,,Gram Stn XXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Microscopy (Indian ink prep),"Microscopic Observation, Specimen",Microscopic observation [Identifier] in Unspecified specimen by India ink prep,666-8,LN,Microscopic observation,Prid,Pt,XXX,Nom,India ink preparation,,microscopy Indian ink preparation,ACTIVE,,,,,Yes,Yes,,,Yes,,,,,,,India Ink Prep XXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Microscopy (KOH prep),Specimen KOH test,Microscopic observation [Identifier] in Unspecified specimen by KOH preparation,667-6,LN,Microscopic observation,Prid,Pt,XXX,Nom,KOH preparation,,microscopy KOH preparation,ACTIVE,,,,,Yes,Yes,,,Yes,,,,,,,KOH Prep XXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Microscopy (other method),Microscopic observation,,XNZ5136,NZ,Microscopic observation,Prid,Pt,XXX,Nom,Microscopy.light,,microscopy other method,PROPOSED,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Microscopy (other stain),"Microscopic Observation, Specimen",Microscopic observation [Identifier] in Unspecified specimen by Other stain,11546-9,LN,Microscopic observation,Prid,Pt,XXX,Nom,XXX stain,,microscopy other stain,ACTIVE,,,,,Yes,Yes,,,Yes,,,,,,,Other Stn XXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Microscopy (Trichrome stain),"Microscopic Observation, Specimen",Microscopic observation [Identifier] in Unspecified specimen by Trichrome stain,678-3,LN,Microscopic observation,Prid,Pt,XXX,Nom,Trichrome stain,,microscopy trichrome stain ,ACTIVE,,,,,Yes,Yes,,,Yes,,,,,,,Tri Stn XXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Microscopy (wet prep),"Microscopic Observation, Specimen",Microscopic observation [Identifier] in Unspecified specimen by Wet preparation,680-9,LN,Microscopic observation,Prid,Pt,XXX,Nom,Wet preparation,,microscopy wet preparation,ACTIVE,,,,,Yes,Yes,,,Yes,,,,,,,Wet Prep XXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Minocycline suscep (MIC),Susceptibility to Minocycline,Minocycline [Susceptibility] by Minimum inhibitory concentration (MIC),335-0,LN,Minocycline,Susc,Pt,Isolate,OrdQn,MIC,,Minocycline,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Minocycline Islt MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Minocycline suscep (qual),Susceptibility to Minocycline,Minocycline [Susceptibility],18948-0,LN,Minocycline,Susc,Pt,Isolate,OrdQn,,,Minocycline,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Minocycline Susc Islt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Miocamycin suscep (MIC),Susceptibility to Miocamycin,Miocamycin [Susceptibility] by Minimum inhibitory concentration (MIC),339-2,LN,Miocamycin,Susc,Pt,Isolate,OrdQn,MIC,,Miocamycin,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Miocamycin Islt MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Miocamycin suscep (qual),Susceptibility to Miocamycin,Miocamycin [Susceptibility],18949-8,LN,Miocamycin,Susc,Pt,Isolate,OrdQn,,,Miocamycin,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Miocamycin Susc Islt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Mitochondria Ab (titre),"Mitochondria antibody, Blood",Mitochondria Ab [Titer] in Serum,20483-4,LN,Mitochondria Ab,Titr,Pt,Ser,Qn,,,mitochondria Ab antibody titre tissue,ACTIVE,,,,,Yes,Yes,,,,,Yes,,,,,Mitochondria Ab Titr Ser,D19,"Auto-antibodies, other",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Mitochondria Antibody,"Mitochondria antibody, Blood",Mitochondria Ab [Presence] in Serum,14236-4,LN,Mitochondria Ab,PrThr,Pt,Ser,Ord,,,mitochondria Ab antibody tissue qualitative ,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,Yes,,,,,Mitochondria Ab Ser Ql,,Mitochondria Anbtibody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,MLH12 promoter methylation testing,"MLH1 gene methylation, Blood or tissue specimen",MLH1 gene methylation [Presence] in Blood or Tissue by Molecular genetics method,58416-9,LN,MLH1 gene methylation,PrThr,Pt,Bld/Tiss,Ord,Molgen,,,ACTIVE,1 August 2019,,,,,Yes,,,,,,,,Yes,,MLH1 gene methylation Bld/T Ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,MMR endo PMS2 Ca spec Ql ImStn,"Mismatch Repair Endonuclease PMS2, Cancer Specimen",Mismatch repair endonuclease PMS2 [Presence] in Cancer specimen by Immune stain,81694-2,LN,Mismatch repair endonuclease PMS2 ,PrThr,Pt,Cancer specimen,Ord,Immune stain,,,ACTIVE,1 August 2019,,,,,Yes,,,,,,,,Yes,,MMR endo PMS2 Ca spec Ql ImStn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,MMR prot Mlh1 Ca spec Ql ImStn,"DNA Mismatch Repair Protein Mlh1, Cancer Specimen",DNA mismatch repair protein Mlh1 [Presence] in Cancer specimen by Immune stain,81691-8,LN,DNA mismatch repair protein Mlh1 ,PrThr,Pt,Cancer specimen,Ord,Immune stain,,,ACTIVE,1 August 2019,,,,,Yes,,,,,,,,Yes,,MMR prot Mlh1 Ca spec Ql ImStn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,MMR prot Msh2 Ca spec Ql ImStn,"DNA Mismatch Repair Protein Msh2, Cancer Specimen",DNA mismatch repair protein Msh2 [Presence] in Cancer specimen by Immune stain,81692-6,LN,DNA mismatch repair protein Msh2,PrThr,Pt,Cancer specimen,Ord,Immune stain,,,ACTIVE,1 August 2019,,,,,Yes,,,,,,,,Yes,,MMR prot Msh2 Ca spec Ql ImStn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,MMR prot Msh6 Ca spec Ql ImStn,"DNA Mismatch Repair Protein Msh6, Cancer Specimen",DNA mismatch repair protein Msh6 [Presence] in Cancer specimen by Immune stain,81693-4,LN,DNA mismatch repair protein Msh6 ,PrThr,Pt,Cancer specimen,Ord,Immune stain,,,ACTIVE,1 August 2019,,,,,Yes,,,,,,,,Yes,,MMR prot Msh6 Ca spec Ql ImStn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,MNS Phenotype,"MNS group antigen, Red Blood Cells",MNS group Ag [Type] on Red Blood Cells,13311-6,LN,MNSs group Ag,Type,Pt,RBC,Nom,,,MNS group Ag antigen phenotype,ACTIVE,1-Apr-15,,,,Yes,Yes,Yes,,,,,,,,,MNSS Group Ag RBC,,MNS Phenotype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Moclobemide,"Moclobemide, Blood",Moclobemide [Moles/​volume] in Serum or Plasma,34413-5,LN,Moclobemide,SCnc,Pt,Ser/Plas,Qn,,,moclobemide,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Moclobemide SerPl-sCnc,,Moclobemide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Molybdenum urine,"Molybdenum, Urine",Molybdenum [Mass/​volume] in Urine,5699-4,LN,Molybdenum,MCnc,Pt,Urine,Qn,,,molybdenum urine,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Molybdenum Ur-mCnc,,"Molybdenum, urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Monkeypox DNA NAA+probe Ql (Specimen),"Monkeypox virus, Specimen",Monkeypox virus DNA [Presence] in Specimen by NAA with probe detection,100383-9,LN,Monkeypox virus DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,,TRIAL,8-Aug-22,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Monocytes,"Monocytes, Blood",Monocytes [#/volume] in Blood,26484-6,LN,Monocytes,NCnc,Pt,Bld,Qn,,,monocytes CBC,ACTIVE,,,,,,Yes,Yes,,,,,,,,,Monocytes # Bld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Monocytes (%),"Monocytes per 100 White Blood Cells, Blood",Monocytes/100 leukocytes in Blood,26485-3,LN,Monocytes/100 leukocytes,NFr,Pt,Bld,Qn,,,monocytes % CBC,ACTIVE,,,,,,Yes,Yes,,,,,,,,,Monocytes/leuk NFr Bld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Monocytes body fluid,"Monocytes, Body Fluid",Monocytes [#/volume] in Body fluid,35076-9,LN,Monocytes,NCnc,Pt,Body fld,Qn,,,monocytes body fluid,ACTIVE,,,,,,Yes,,,Yes,,,,,,,Monocytes # Fld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Monocytes CSF,"Monocytes, Spinal Fluid",Monocytes [#/volume] in Cerebral spinal fluid,35026-4,LN,Monocytes,NCnc,Pt,CSF,Qn,,,monocytes CSF cerebrospinal fluid,ACTIVE,,,,,,Yes,,,Yes,,,,,,,Monocytes # CSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Mononuclear cells body fluid,"Mononuclear cells, Body Fluid",Mononuclear cells [#/volume] in Body fluid,26490-3,LN,Mononuclear cells,NCnc,Pt,Body fld,Qn,,,mononuclear cells body fluid,ACTIVE,,,,,,Yes,,,Yes,,,,,,,Mononuc Cells # Fld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Mononuclear cells CSF,"Mononuclear cells, Spinal Fluid",Mononuclear cells [#/volume] in Cerebral spinal fluid,26489-5,LN,Mononuclear cells,NCnc,Pt,CSF,Qn,,,mononuclear cells CSF cerebrospinal fluid,ACTIVE,,,,,,Yes,,,Yes,,,,,,,Mononuc Cells # CSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Morphine,"Morphine, Blood",Morphine [Mass/​volume] in Serum or Plasma,3827-3,LN,Morphine,MCnc,Pt,Ser/Plas,Qn,,,morphine,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Morphine SerPl-mCnc,,"Morphine, Plasma (Plasma / Serum)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Morphine urine,"Morphine, Urine",Morphine [Presence] in Urine,3830-7,LN,Morphine,PrThr,Pt,Urine,Ord,,,morphine urine qualitative,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Morphine Ur Ql,,Morphine urine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Morphine urine by Confirmatory method,"Morphine, Urine",Morphine [Mass/​volume] in Urine by Confirmatory method,16251-1,LN,Morphine,MCnc,Pt,Urine,Qn,Confirm,,morphine urine  confirmatory method,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Morphine Ur Cfm-mCnc,,"Morphine, urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Morphine urine by Screen method,"Morphine, Urine",Morphine [Presence] in Urine by Screen method,19597-4,LN,Morphine,PrThr,Pt,Urine,Ord,Screen,,morphine urine qualitative screen method,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Morphine Ur Ql Scn,,Morphine urine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Moxalactam suscep (MIC),Susceptibility to Moxalactam,Moxalactam [Susceptibility] by Minimum inhibitory concentration (MIC),343-4,LN,Moxalactam,Susc,Pt,Isolate,OrdQn,MIC,,Moxalactam,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Moxalactam Islt MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Moxalactam suscep (qual),Susceptibility to Moxalactam,Moxalactam [Susceptibility],18950-6,LN,Moxalactam,Susc,Pt,Isolate,OrdQn,,,Moxalactam,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Moxalactam Susc Islt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Moxifloxacin suscep (MIC),Susceptibility to Moxifloxacin,Moxifloxacin [Susceptibility] by Minimum inhibitory concentration (MIC),31037-5,LN,Moxifloxacin,Susc,Pt,Isolate,OrdQn,MIC,,Moxifloxacin,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Moxifloxacin Islt MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Moxifloxacin suscep (qual),Susceptibility to Moxifloxacin,Moxifloxacin [Susceptibility],31039-1,LN,Moxifloxacin,Susc,Pt,Isolate,OrdQn,,,Moxifloxacin,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Moxifloxacin Susc Islt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,MPV,"Platelet Mean Volume, Blood",Platelet mean volume [Entitic volume] in Blood,28542-9,LN,Platelet mean volume,EntVol,Pt,Bld,Qn,,,platelet mean volume CBC MPV,ACTIVE,,,,,,Yes,Yes,,,,,,,,,PMV Bld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,MRSA (culture),"MRSA Isol culture, Specimen",Methicillin resistant Staphylococcus aureus [Presence] in Unspecified specimen by Organism specific culture,13317-3,LN,Staphylococcus aureus.methicillin resistant isolate,PrThr,Pt,XXX,Ord,Organism specific culture,,MRSA Methicillin resistant Staphylococcus aureus culture,ACTIVE,1-Apr-15,,,,Yes,Yes,,,Yes,,,,,,,MRSA XXX Ql Cult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Mullerian Hormone Ab,"Mullerian Inhibiting Substance, Blood",Mullerian inhibiting substance [Moles/​volume] in Serum or Plasma,48377-6,LN,Mullerian inhibiting substance,SCnc,Pt,Ser/Plas,Qn,,,mullerian hormone antibody Ab inhibiting substance,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,MIS SerPl-sCnc,,Anti Mullerian Hormone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Mumps IgG,"Mumps virus IgG antibody, Blood",Mumps virus IgG Ab [Presence] in Serum by Immunoassay,6476-6,LN,Mumps virus Ab.IgG,PrThr,Pt,Ser,Ord,IA,,mumps virus IgG antibody Ab,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,Yes,,,,MuV IgG Ser Ql IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Mumps IgM,"Mumps virus IgM antibody, Blood",Mumps virus IgM Ab [Presence] in Serum by Immunoassay,6478-2,LN,Mumps virus Ab.IgM,PrThr,Pt,Ser,Ord,IA,,mumps virus IgM antibody Ab,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,Yes,,,,MuV IgM Ser Ql IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Mumps RNA (NAAT),"Mumps virus, Specimen",Mumps virus RNA [Presence] in Unspecified specimen by NAA with probe detection,47532-7,LN,Mumps virus RNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,mumps virus RNA PCR NAAT,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,Yes,,,,MuV RNA XXX Ql NAA+probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Mumps RNA (NAAT) CSF,"Mumps virus, Spinal Fluid",Mumps virus RNA [Presence] in Cerebral spinal fluid by NAA with probe detection,7968-1,LN,Mumps virus RNA,PrThr,Pt,CSF,Ord,Probe.amp.tar,,mumps virus RNA PCR NAAT csf,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,Yes,,,,MuV RNA CSF Ql NAA+probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Mupirocin suscep (MIC),Susceptibility to Mupirocin,Mupirocin [Susceptibility] by Minimum inhibitory concentration (MIC),35823-4,LN,Mupirocin,Susc,Pt,Isolate,OrdQn,MIC,,Mupirocin,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Mupirocin Islt MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
